isin,wkn,name,fundProvider,quote,quote52Low,quote52High,ytdReturnCUR,fees,yearVolatilityCUR,fundCurrency,threeMonthReturnCUR,monthReturnCUR,sixMonthReturnCUR,inceptionDate,ticker,yearReturnCUR,domicileCountry,weekReturnCUR,yearReturn1CUR,quoteDate,currencyRisk,UCITSCompliance,securitiesLending
IE000NM0ALX6,A3DSS4,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR (A),Amundi ETF,9.25,8.29,10,0.0907,0.0018,,EUR,0.0842,-0.0469,-0.086,9/20/2022,WELJ,,Ireland,0.0144,,3/21/2023,Currency unhedged,Yes,No
IE00061J0RC6,A3DSS5,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR (D),Amundi ETF,9.18,8.29,10,0.0823,0.0018,,EUR,0.0759,-0.0463,-0.093,9/20/2022,WELC,,Ireland,0.0157,,3/21/2023,Currency unhedged,Yes,No
IE000ZIJ5B20,A3DSS6,Amundi S&P Global Consumer Staples ESG UCITS ETF DR EUR (A),Amundi ETF,9.97,9.67,10.39,0,0.0018,,EUR,0.001,-0.004,-0.002,9/20/2022,WELW,,Ireland,0.0184,,3/21/2023,Currency unhedged,Yes,No
IE0005NYD352,A3DSS7,Amundi S&P Global Consumer Staples ESG UCITS ETF DR EUR (D),Amundi ETF,9.73,9.57,10.42,-0.023,0.0018,,EUR,-0.0221,-0.0031,-0.025,9/20/2022,WELM,,Ireland,0.0188,,3/21/2023,Currency unhedged,Yes,No
IE000J0LN0R5,A3DSS8,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR EUR (A),Amundi ETF,9.96,9.36,11.4,-0.0792,0.0018,,EUR,-0.066,-0.0971,-0.024,9/20/2022,WELN,,Ireland,-0.0459,,3/21/2023,Currency unhedged,Yes,No
IE0009SJ3GE3,A3DSS9,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR EUR (D),Amundi ETF,9.88,9.36,11.4,-0.0868,0.0018,,EUR,-0.0746,-0.0979,-0.032,9/20/2022,WELP,,Ireland,-0.0472,,3/21/2023,Currency unhedged,Yes,No
IE000KYX7IP4,A3DSTA,Amundi S&P Global Financials ESG UCITS ETF DR EUR (A),Amundi ETF,9.77,9.37,10.98,-0.0535,0.0018,,EUR,-0.0402,-0.1253,-0.044,9/20/2022,WELK,,Ireland,-0.0245,,3/21/2023,Currency unhedged,Yes,No
IE000ENYES77,A3DSTB,Amundi S&P Global Financials ESG UCITS ETF DR EUR (D),Amundi ETF,9.75,9.37,10.98,-0.0554,0.0018,,EUR,-0.0421,-0.1247,-0.045,9/20/2022,WELY,,Ireland,-0.0235,,3/21/2023,Currency unhedged,Yes,No
IE0006FM6MI8,A3DSTC,Amundi S&P Global Health Care ESG UCITS ETF DR EUR (A),Amundi ETF,9.76,9.56,10.75,-0.0498,0.0018,,EUR,-0.0451,-0.0338,-0.027,9/20/2022,WELS,,Ireland,0.0146,,3/21/2023,Currency unhedged,Yes,No
IE000JKS50V3,A3DSTD,Amundi S&P Global Health Care ESG UCITS ETF DR EUR (D),Amundi ETF,9.74,9.54,10.66,-0.0508,0.0018,,EUR,-0.0461,-0.0328,-0.028,9/20/2022,WELG,,Ireland,0.0157,,3/21/2023,Currency unhedged,Yes,No
IE000LTA2082,A3DSTE,Amundi S&P Global Industrials ESG UCITS ETF DR EUR (A),Amundi ETF,10.68,9.59,11.19,0.0302,0.0018,,EUR,0.0282,-0.0434,0.058,9/20/2022,WELH,,Ireland,-0.0066,,3/21/2023,Currency unhedged,Yes,No
IE00026BEVM6,A3DSTF,Amundi S&P Global Industrials ESG UCITS ETF DR EUR (D),Amundi ETF,10.56,9.59,11.07,0.0185,0.0018,,EUR,0.0165,-0.0439,0.046,9/20/2022,WELT,,Ireland,-0.0057,,3/21/2023,Currency unhedged,Yes,No
IE000E7EI9P0,A3DSTG,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (A),Amundi ETF,10.79,9.08,10.92,0.1676,0.0018,,EUR,0.1477,0.0266,0.08,9/20/2022,WELU,,Ireland,0.0506,,3/21/2023,Currency unhedged,Yes,No
IE000GEHNQU9,A3DSTH,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (D),Amundi ETF,10.79,9.08,10.9,0.1665,0.0018,,EUR,0.1454,0.0276,0.079,9/20/2022,WELL,,Ireland,0.0517,,3/21/2023,Currency unhedged,Yes,No
IE000FCGBU62,A3DSTJ,Amundi S&P Global Materials ESG UCITS ETF DR EUR (A),Amundi ETF,10.53,9.59,11.36,0.0038,0.0018,,EUR,0.0038,-0.0522,0.053,9/20/2022,WELI,,Ireland,-0.0047,,3/21/2023,Currency unhedged,Yes,No
IE000WP7CVZ7,A3DSTK,Amundi S&P Global Materials ESG UCITS ETF DR EUR (D),Amundi ETF,10.49,9.59,11.36,0.001,0.0018,,EUR,0.001,-0.0523,0.05,9/20/2022,WELV,,Ireland,-0.0038,,3/21/2023,Currency unhedged,Yes,No
IE000PMX0MW6,A3DSTL,Amundi S&P Global Utilities ESG UCITS ETF DR EUR (A),Amundi ETF,9.37,8.63,10,0.0064,0.0018,,EUR,0.0118,-0.0177,-0.056,9/20/2022,WELD,,Ireland,0.0183,,3/21/2023,Currency unhedged,Yes,No
IE00052T92P8,A3DSTM,Amundi S&P Global Utilities ESG UCITS ETF DR EUR (D),Amundi ETF,9.31,8.63,10,0.0011,0.0018,,EUR,0.0064,-0.0168,-0.061,9/20/2022,WELQ,,Ireland,0.0184,,3/21/2023,Currency unhedged,Yes,No
IE00B6YX5B26,A1JKSZ,SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF (Dist),SPDR ETF,12.03,10.91,13.63,0.011,0.0055,0.1623,USD,0.0061,-0.0211,0.0102,10/14/2011,SPYV,-0.0189,Ireland,-0.0066,-0.0406,3/21/2023,Currency unhedged,Yes,No
IE00B2NPL135,A0NECV,iShares Emerging Market Infrastructure UCITS ETF,iShares,13.68,13.51,15.69,0.0051,0.0074,0.1914,USD,0.0088,-0.0439,-0.0641,2/15/2008,IUS8,0.0138,Ireland,-0.0015,-0.0703,3/21/2023,Currency unhedged,Yes,Yes
IE00BWBXM492,A14QB0,SPDR S&P US Energy Select Sector UCITS ETF,SPDR ETF,27.12,24.03,33.56,-0.1106,0.0015,0.3406,USD,-0.088,-0.0775,-0.0477,7/7/2015,ZPDE,0.1294,Ireland,-0.0342,0.7399,3/21/2023,Currency unhedged,Yes,No
IE00BYTH5R14,A3CNJJ,SPDR S&P US Dividend Aristocrats ESG UCITS ETF (Dist),SPDR ETF,18.02,17.44,20.85,-0.0628,0.0035,0.1958,USD,-0.0611,-0.0782,-0.0669,6/3/2021,ZPD6,-0.0195,Ireland,-0.0061,0.061,3/21/2023,Currency unhedged,Yes,No
LU0959210278,LYX0RD,Lyxor S&P Eurozone ESG Dividend Aristocrats (DR) UCITS ETF - Dist,Lyxor ETF,99.3,84.67,106.71,0.0425,0.003,0.171,EUR,0.0443,-0.0463,0.096,8/19/2013,LGQH,-0.0184,Luxembourg,-0.0324,-0.1395,3/17/2023,Currency unhedged,Yes,No
IE00BYTH5T38,A3CNJK,SPDR S&P Euro Dividend Aristocrats ESG UCITS ETF (Dist),SPDR ETF,18.85,15.58,19.59,0.0538,0.003,0.1622,EUR,0.0574,-0.0393,0.1335,6/3/2021,ZPD9,-0.0034,Ireland,-0.0011,-0.1359,3/21/2023,Currency unhedged,Yes,No
IE00B5M1WJ87,A1JT1B,SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),SPDR ETF,21.34,17.41,22.07,0.0564,0.003,0.1582,EUR,0.0585,-0.0358,0.1395,2/28/2012,SPYW,0.009,Ireland,-0.0038,-0.1137,3/21/2023,Currency unhedged,Yes,No
IE00BGV5VM45,A2JCAG,Xtrackers S&P Europe ex UK UCITS ETF,Xtrackers,62.04,51.81,64.8,0.0501,0.0009,0.187,EUR,0.0521,-0.0474,0.1164,1/14/2019,XUEK,-0.0038,Ireland,-0.0028,-0.1294,3/21/2023,Currency unhedged,Yes,Yes
LU2198884491,LYX05K,Lyxor Net Zero 2050 S&P Europe Climate PAB (DR) UCITS ETF - Acc,Lyxor ETF,24.6,20.9,25.46,0.0565,0.0018,0.1818,EUR,0.0579,-0.0425,0.1095,9/16/2020,EABE,-0.0134,Luxembourg,0.0041,-0.1352,3/21/2023,Currency unhedged,Yes,No
LU2195226068,LYX05H,Lyxor Net Zero 2050 S&P Eurozone Climate PAB (DR) UCITS ETF - Acc,Lyxor ETF,24.98,20.07,26.02,0.0881,0.002,0.2123,EUR,0.0905,-0.0473,0.1556,7/6/2020,ZPAB,0.0061,Luxembourg,-0.0008,-0.1725,3/21/2023,Currency unhedged,Yes,No
IE00BWBXM500,A14QB1,SPDR S&P US Financials Select Sector UCITS ETF,SPDR ETF,33.64,32.86,40.3,-0.0897,0.0015,0.24,USD,-0.0765,-0.1427,-0.1054,7/7/2015,ZPDF,-0.1614,Ireland,-0.0102,-0.0536,3/21/2023,Currency unhedged,Yes,No
IE00BLH3CQ86,A3CPGG,HANetf S&P Global Clean Energy Select HANzero UCITS ETF,HANetf,5.18,4.66,6.87,-0.0695,0.0055,0.3089,USD,-0.0975,-0.0927,-0.2009,6/28/2021,ZER0,-0.1373,Ireland,-0.0504,-0.042,3/21/2023,Currency unhedged,Yes,No
IE00B1XNHC34,A0MW0M,iShares Global Clean Energy UCITS ETF USD (Dist),iShares,10.09,9.24,13.28,-0.072,0.0065,0.2808,USD,-0.0916,-0.0588,-0.1949,7/6/2007,IQQH,-0.0932,Ireland,-0.0415,0.0037,3/21/2023,Currency unhedged,Yes,Yes
IE00B9CQXS71,A1T8GD,SPDR S&P Global Dividend Aristocrats UCITS ETF,SPDR ETF,27.34,27.16,32.91,-0.0568,0.0045,0.1459,USD,-0.0545,-0.0919,-0.1029,5/14/2013,ZPRG,-0.1027,Ireland,-0.0073,-0.012,3/21/2023,Currency unhedged,Yes,No
IE00BYTH5S21,A3CNJH,SPDR S&P Global Dividend Aristocrats ESG UCITS ETF (Dist),SPDR ETF,16.38,16.21,19.16,-0.0542,0.0045,0.1584,USD,-0.0515,-0.0963,-0.0768,6/3/2021,ZPD3,-0.0676,Ireland,-0.0086,0.0392,3/21/2023,Currency unhedged,Yes,No
LU0322253229,DBX1AP,Xtrackers S&P Global Infrastructure Swap UCITS ETF 1C,Xtrackers,47.97,46.12,54.51,0.0035,0.006,0.1542,USD,0.0046,-0.0312,-0.0631,1/15/2008,DX2E,-0.0039,Luxembourg,-0.0033,0.049,3/21/2023,Currency unhedged,Yes,No
LU1681048713,A2H565,Amundi ETF S&P Global Luxury UCITS ETF USD,Amundi ETF,203.75,164.63,211.96,0.1056,0.0025,0.259,USD,0.1117,-0.049,0.0673,1/31/2018,AFID,0.0224,Luxembourg,0.0068,-0.191,3/21/2023,Currency unhedged,Yes,No
LU1681048630,A2H564,Amundi S&P Global Luxury UCITS ETF EUR (C),Amundi ETF,202.77,163.95,212.03,0.102,0.0025,0.2402,EUR,0.1115,-0.0516,0.0639,1/31/2018,GLUX,0.0221,Luxembourg,0.0053,-0.1882,3/21/2023,Currency unhedged,Yes,No
IE00B27YCF74,A0M59G,iShares Global Timber & Forestry UCITS ETF,iShares,23.5,23.09,30.95,-0.0415,0.0065,0.2014,USD,-0.0529,-0.0693,-0.0642,10/12/2007,IUSB,-0.2079,Ireland,-0.0187,-0.1423,3/21/2023,Currency unhedged,Yes,Yes
IE00B1TXK627,A0MM0S,iShares Global Water UCITS ETF,iShares,52.86,47.58,58.97,0.0167,0.0065,0.2065,USD,0.0146,-0.0554,0.0193,3/16/2007,IQQQ,-0.0542,Ireland,0.0025,-0.1692,3/21/2023,Currency unhedged,Yes,Yes
IE00BWBXM617,A14QB2,SPDR S&P US Health Care Select Sector UCITS ETF,SPDR ETF,35.21,33.49,40.06,-0.0703,0.0015,0.1986,USD,-0.0664,-0.042,-0.049,7/7/2015,ZPDH,-0.0357,Ireland,0.0127,0.0373,3/21/2023,Currency unhedged,Yes,No
IE00B6YX5D40,A1JKS0,SPDR S&P US Dividend Aristocrats UCITS ETF,SPDR ETF,62.09,60,72.2,-0.0461,0.0035,0.2024,USD,-0.0421,-0.0757,-0.062,10/14/2011,SPYD,-0.0074,Ireland,-0.0021,0.0514,3/21/2023,Currency unhedged,Yes,No
IE00B979GK47,A2PFYX,SPDR S&P U.S. Dividend Aristocrats UCITS ETF EUR Hedged (Dist),SPDR ETF,7.79,7.32,8.85,-0.0469,0.004,0.22,EUR Hedged,-0.0419,-0.0754,-0.0152,6/14/2019,SPPD,-0.0716,Ireland,-0.0052,-0.045,3/21/2023,Currency hedged,Yes,No
IE00BWBXM724,A14QB3,SPDR S&P US Industrials Select Sector UCITS ETF,SPDR ETF,38.36,33.58,41.63,-0.013,0.0015,0.2231,USD,-0.0097,-0.0578,0.0251,7/7/2015,ZPDI,-0.013,Ireland,-0.0109,0,3/21/2023,Currency unhedged,Yes,No
IE000D8FCSD8,A3DA9X,iShares Listed Private Equity UCITS ETF USD (Acc),iShares,22.31,21.57,27.6,-0.014,0.0075,0.2534,USD,-0.0082,-0.1186,-0.0752,1/27/2022,CBUW,-0.1951,Ireland,-0.0118,,3/21/2023,Currency unhedged,Yes,Yes
IE00B1TXHL60,A0MM0N,iShares Listed Private Equity UCITS ETF USD (Dist),iShares,21.48,20.96,27.67,-0.015,0.0075,0.2538,USD,-0.009,-0.119,-0.0758,3/16/2007,IQQL,-0.1951,Ireland,-0.0123,-0.2456,3/21/2023,Currency unhedged,Yes,Yes
IE00BWBXM831,A14QB4,SPDR S&P US Materials Select Sector UCITS ETF,SPDR ETF,34.2,32.92,39.22,-0.0194,0.0015,0.2479,USD,-0.0306,-0.062,-0.0082,7/7/2015,ZPDM,-0.0679,Ireland,-0.0114,-0.0714,3/21/2023,Currency unhedged,Yes,No
IE00B4YBJ215,A1JSHV,SPDR S&P 400 US Mid Cap UCITS ETF,SPDR ETF,68.62,63.1,77.82,-0.0115,0.003,0.2502,USD,-0.0051,-0.0992,-0.048,1/30/2012,SPY4,-0.0764,Ireland,-0.0001,-0.0828,3/21/2023,Currency unhedged,Yes,No
IE00B9KNR336,A1T8GC,SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF (Dist),SPDR ETF,36.63,33.22,43.16,-0.004,0.0055,0.1425,USD,0.0063,-0.0425,-0.0259,5/14/2013,ZPRA,-0.0995,Ireland,-0.0065,-0.1043,3/21/2023,Currency unhedged,Yes,No
LU0328476410,DBX1A9,Xtrackers S&P Select Frontier Swap UCITS ETF 1C,Xtrackers,13.67,12.41,15.93,-0.0155,0.0095,0.2474,USD,-0.014,-0.1087,-0.114,1/15/2008,DX2Z,-0.1122,Luxembourg,-0.0585,-0.1176,3/21/2023,Currency unhedged,Yes,No
IE00BG7PP820,A2JQDH,Invesco Communications S&P US Select Sector UCITS ETF A,Invesco,43.82,36.94,53.75,0.1488,0.0014,0.297,USD,0.1626,-0.0098,0.0116,9/14/2018,SMLA,-0.1576,Ireland,0.0538,-0.3494,3/21/2023,Currency unhedged,Yes,No
IE00B449XP68,A0YHMR,Invesco US Consumer Discretionary Sector UCITS ETF,Invesco,462.64,409.28,564.95,0.0882,0.0014,0.3192,USD,0.0754,-0.0651,-0.1284,12/16/2009,SML0,-0.158,Ireland,0.021,-0.2972,3/21/2023,Currency unhedged,Yes,No
IE00B3WMTH43,A0YHMK,Invesco US Health Care Sector UCITS ETF,Invesco,564.57,534.24,639.28,-0.0666,0.0014,0.1994,USD,-0.0627,-0.0382,-0.0452,12/16/2009,SML4,-0.0321,Ireland,0.0169,0.0371,3/21/2023,Currency unhedged,Yes,No
IE00B3YC1100,A0YHMM,Invesco US Industrials Sector UCITS ETF,Invesco,491.55,428.01,530.65,-0.0088,0.0014,0.2239,USD,-0.0053,-0.0541,0.0295,12/16/2009,SML6,-0.0092,Ireland,-0.0068,-0.0003,3/21/2023,Currency unhedged,Yes,No
IE00BYM8JD58,A2ABQ2,Invesco US Real Estate Sector UCITS ETF,Invesco,18.78,18.78,25.2,-0.0141,0.0014,0.2692,USD,-0.0105,-0.0799,-0.1144,2/17/2016,S6X2,-0.1798,Ireland,-0.0021,-0.2205,3/21/2023,Currency unhedged,Yes,No
IE00B3VSSL01,A0YHMJ,Invesco US Technology Sector UCITS ETF,Invesco,331.03,283.01,365.75,0.1446,0.0014,0.3145,USD,0.1274,0.0207,0.0488,12/16/2009,SML3,-0.0493,Ireland,0.05,-0.2397,3/21/2023,Currency unhedged,Yes,No
IE00B3VPKB53,A0YHMH,Invesco US Utilities Sector UCITS ETF,Invesco,412.95,399.6,514.82,-0.0472,0.0014,0.2389,USD,-0.0419,-0.0176,-0.1427,12/16/2009,SMLX,0.0042,Ireland,0.0325,0.0722,3/21/2023,Currency unhedged,Yes,No
IE00BH3YZ803,A2N84X,Invesco S&P SmallCap 600 UCITS ETF A,Invesco,49.68,46.92,57.85,-0.0043,0.0014,0.2544,USD,-0.0028,-0.102,-0.0505,1/28/2019,SMLK,-0.1005,Ireland,0.009,-0.1104,3/21/2023,Currency unhedged,Yes,No
IE00B2QWCY14,A0Q1YY,iShares S&P SmallCap 600 UCITS ETF,iShares,72.04,69.57,85.1,-0.0093,0.004,0.2534,USD,-0.0082,-0.1016,-0.0575,5/9/2008,IUS3,-0.1096,Ireland,0.0041,-0.1157,3/21/2023,Currency unhedged,Yes,Yes
IE000XLJ2JQ9,ETF039,Amundi S&P SmallCap 600 ESG UCITS ETF Dist,Amundi ETF,54.44,53.47,60.58,,0.0035,,USD,,-0.1068,,1/20/2023,MWON,,Ireland,0.0052,,3/21/2023,Currency unhedged,Yes,No
IE00BWBXM948,A14QB5,SPDR S&P US Technology Select Sector UCITS ETF,SPDR ETF,69.16,59.3,77.03,0.1423,0.0015,0.3142,USD,0.1247,0.0169,0.0379,7/7/2015,ZPDT,-0.0507,Ireland,0.0453,-0.2376,3/21/2023,Currency unhedged,Yes,No
IE00B6S2Z822,A1JT1C,SPDR S&P UK Dividend Aristocrats UCITS ETF (Dist),SPDR ETF,11.04,10.16,13.41,-0.009,0.003,0.1833,GBP,-0.0081,-0.0677,-0.0152,2/28/2012,SPYG,-0.1176,Ireland,-0.0099,-0.1328,3/21/2023,Currency unhedged,Yes,No
IE00BWBXMB69,A14QB6,SPDR S&P US Utilities Select Sector UCITS ETF,SPDR ETF,35.63,34.65,44.62,-0.0506,0.0015,0.2368,USD,-0.0454,-0.0213,-0.1458,7/7/2015,ZPDU,0.0006,Ireland,0.0286,0.0722,3/21/2023,Currency unhedged,Yes,No
LU0496786905,LYX0FU,Lyxor Australia (S&P/ASX 200) UCITS ETF - Dist,Lyxor ETF,44.72,44.2,54.61,-0.0145,0.004,0.1918,EUR,0.0027,-0.0741,-0.0286,3/26/2010,LYPU,-0.0735,Luxembourg,-0.0175,-0.0218,3/21/2023,Currency unhedged,Yes,No
LU0328474803,DBX1A2,Xtrackers S&P/ASX 200 UCITS ETF 1D,Xtrackers,35.72,35.18,44.55,-0.0171,0.005,0.2006,AUD,0.003,-0.0738,-0.0312,1/17/2008,DX2S,-0.0719,Luxembourg,-0.017,-0.0201,3/21/2023,Currency unhedged,Yes,Yes
IE00BLH3CV30,A3CUJ9,HANetf Procure Space UCITS ETF Acc,HANetf,4.53,4.52,6.15,-0.0484,0.0075,0.2758,USD,-0.0484,-0.112,-0.1102,6/1/2021,YODA,-0.2454,Ireland,-0.028,-0.2301,3/21/2023,Currency unhedged,Yes,No
BGSKSAX04187,A2JB7H,Expat Slovakia SAX UCITS ETF,expatcapital,0.6,0.59,0.8,-0.0164,0.0138,0.1366,EUR,-0.0164,0,-0.0476,2/5/2018,SK9A,-0.2405,Bulgaria,0.0169,-0.2469,3/21/2023,Currency unhedged,Yes,No
BGSLOBI02187,A2JB7F,Expat Slovenia SBI TOP UCITS ETF,expatcapital,1.24,1.04,1.28,0.0783,0.0138,0.1986,EUR,0.0783,-0.008,0.0783,2/5/2018,SLQX,0.0248,Bulgaria,0,-0.0945,3/21/2023,Currency unhedged,Yes,No
LU0879397742,A1H9GF,UBS ETF (LU) SBI Foreign AAA-BBB 1-5 ESG UCITS ETF (CHF) A-dis,UBS ETF,11.21,10.66,11.69,0.0039,0.002,0.0826,CHF,-0.0006,-0.0009,-0.005,7/30/2013,UEFY,0.0147,Luxembourg,-0.0097,-0.0243,3/21/2023,Currency unhedged,Yes,No
LU0879399441,A1H9GG,UBS ETF (LU) SBI Foreign AAA-BBB 5-10 ESG UCITS ETF (CHF) A-dis,UBS ETF,12.96,12.01,13.67,0.0234,0.002,0.1061,CHF,0.0092,0.0085,0.017,7/30/2013,UEFZ,-0.0123,Luxembourg,-0.0046,-0.0861,3/21/2023,Currency unhedged,Yes,No
LU1602145119,A2DR4K,Amundi Index Equity Global Multi Smart Allocation Scientific Beta UCITS ETF DR EUR (C),Amundi ETF,499.2,477.41,554.66,-0.009,0.004,0.156,EUR,-0.0036,-0.0542,-0.0299,4/20/2017,SM8T,-0.074,Luxembourg,0.0039,-0.091,3/21/2023,Currency unhedged,Yes,Yes
LU1681039563,A2H59F,Amundi Europe Equity Multi Smart Allocation Scientific Beta UCITS ETF EUR (C),Amundi ETF,46.99,39.96,49.89,0.0399,0.004,0.1685,EUR,0.0432,-0.0494,0.0837,3/22/2018,SMRE,-0.0566,Luxembourg,-0.0056,-0.1589,3/21/2023,Currency unhedged,Yes,No
LU0603942888,ETF005,Lyxor SDAX (DR) UCITS ETF,Lyxor ETF,109.34,86.48,128.23,0.0713,0.007,0.2341,EUR,0.0861,-0.0536,0.1356,5/10/2011,C005,-0.1332,Luxembourg,-0.0139,-0.2815,3/21/2023,Currency unhedged,Yes,No
CH0568452707,A3GR91,SEBA Crypto Asset Select Index ETP,SEBA Bank,17.48,10.99,37.38,0.5823,0.015,0.6832,USD,0.5188,-0.004,0.1687,11/18/2020,SETS,-0.4293,Switzerland,0.0917,-0.7211,3/21/2023,Currency unhedged,No,No
LU0832436512,LYX0PP,Lyxor SG Global Quality Income NTR UCITS ETF - Dist,Lyxor ETF,121.3,115.25,136.23,0.0163,0.0045,0.1071,EUR,0.0184,-0.0229,-0.0008,9/25/2012,LGQI,0.0042,Luxembourg,0.0049,0.0187,3/21/2023,Currency unhedged,Yes,No
LU1446552496,A2ANVR,Ossiam Global Multi-Asset Allocation OSSIAM GLOBAL MULTI ASSET ALLOCATION UCITS ETF 1C (EUR),Ossiam,254.05,244.2,288.61,0.0029,0.0055,0.0751,EUR,-0.003,-0.0246,-0.006,12/28/2016,OSXM,-0.1168,Luxembourg,-0.0076,-0.1538,3/21/2023,Currency unhedged,Yes,No
LU1287022708,LYX0V7,Lyxor Pan Africa UCITS ETF - Acc,Lyxor ETF,8.28,8.13,10.84,-0.0458,0.0085,0.199,EUR,-0.0302,-0.0523,-0.0425,9/12/2008,LGQM,-0.1996,Luxembourg,-0.0048,-0.0751,3/21/2023,Currency unhedged,Yes,No
IE00B43VDT70,A1KX35,Invesco Physical Silver,Invesco,19.98,17.02,22.74,-0.0577,0.0019,0.2802,USD,-0.0646,0.039,0.0981,4/13/2011,8PSB,-0.0702,Ireland,0.0374,0.0981,3/21/2023,Currency unhedged,No,No
IE00B4NCWG09,A1KWPR,iShares Physical Silver ETC,iShares,19.98,17.01,22.73,-0.0582,0.002,0.2793,USD,-0.0651,0.0385,0.0976,4/8/2011,PPFD,-0.0707,Ireland,0.0369,0.0981,3/21/2023,Currency unhedged,No,No
JE00B1VS3333,A0N6XJ,WisdomTree Physical Silver,WisdomTree,19.28,16.45,22,-0.0592,0.0049,0.2833,USD,-0.0646,0.0388,0.0952,4/24/2007,VZLC,-0.0721,Jersey,0.0371,0.0954,3/21/2023,Currency unhedged,No,No
DE000A2T0VS9,A2T0VS,Xtrackers IE Physical Silver ETC Securities,Xtrackers,29.89,25.76,34.17,-0.0605,0.002,0.2551,USD,-0.0671,0.0341,0.0931,4/29/2020,XSLR,-0.0703,Ireland,0.037,0.1075,3/21/2023,Currency unhedged,No,No
DE000A1E0HS6,A1E0HS,Xtrackers Physical Silver ETC (EUR),Xtrackers,196.58,169.62,225.14,-0.0611,0.004,0.2546,USD,-0.0676,0.0294,0.0923,8/27/2010,XAD6,-0.0713,Jersey,0.0369,0.1055,3/21/2023,Currency unhedged,No,No
DE000A2UDH55,A2UDH5,Xtrackers IE Physical Silver EUR Hedged ETC Securities,Xtrackers,27.06,22.18,32.72,-0.0683,0.0073,0.2918,EUR Hedged,-0.0695,0.0353,0.1408,5/21/2020,XSLE,-0.1412,Ireland,0.0349,0.0027,3/21/2023,Currency hedged,No,No
DE000A1EK0J7,A1EK0J,Xtrackers Physical Silver EUR Hedged ETC,Xtrackers,128.66,105.21,154.83,-0.0665,0.0075,0.2913,EUR Hedged,-0.0688,0.0593,0.1429,6/15/2010,XAD2,-0.1373,Jersey,0.0344,0.0086,3/21/2023,Currency hedged,No,No
DE0005933964,593396,iShares SLI UCITS ETF (DE),iShares,118,108.25,131.64,0.0198,0.0051,0.1683,CHF,0.0342,-0.0607,0.0283,3/22/2001,EXI1,-0.0808,Germany,-0.0178,-0.1559,3/21/2023,Currency unhedged,Yes,No
LU0322248146,DBX1AA,Xtrackers SLI UCITS ETF 1D,Xtrackers,177.93,162.96,201,0.021,0.0025,0.1665,CHF,0.0356,-0.06,0.0304,1/25/2008,DXS0,-0.0786,Luxembourg,-0.0173,-0.155,3/21/2023,Currency unhedged,Yes,Yes
BG9000011163,A2ARPV,Expat Bulgaria SOFIX UCITS ETF,expatcapital,0.46,0.45,0.52,-0.0213,0.013,0.1994,BGN,0,-0.0213,-0.0213,6/24/2017,BGX,-0.0417,Bulgaria,-0.0417,-0.0784,3/21/2023,Currency unhedged,Yes,No
IE000EBFYWX3,A3E40S,Global X AgTech and Food Innovation UCITS ETF USD Accumulating,Global X,10.82,10.63,14.77,-0.0046,0.005,0.277,USD,0.0037,-0.0947,-0.1279,2/15/2022,KROP,-0.2468,Ireland,-0.029,,3/21/2023,Currency unhedged,Yes,No
IE00BMFNW783,A3CPGE,HANetf Airlines Hotels Cruise Lines UCITS ETF,HANetf,5.56,4.81,6.41,0.075,0.0069,0.2843,USD,0.0481,-0.0947,0,6/1/2021,7RIP,-0.0778,Ireland,-0.0285,-0.1378,3/21/2023,Currency unhedged,Yes,No
IE00BNTVVR89,A3CPAP,HANetf AuAg ESG Gold Mining UCITS ETF,HANetf,6.42,4.94,8.16,0.0506,0.006,0.353,USD,0.064,0.0761,0.2667,7/2/2021,ZSG0,-0.1145,Ireland,0.0691,-0.0409,3/21/2023,Currency unhedged,Yes,No
IE00BMH5YR69,A2QPBY,Global X Autonomous & Electric Vehicles UCITS ETF USD Accumulating,Global X,10.16,8.85,12.28,0.1093,0.005,0.2981,USD,0.0737,-0.0694,-0.0888,11/16/2021,DR7E,-0.1306,Ireland,-0.0069,-0.2955,3/21/2023,Currency unhedged,Yes,No
IE00BF0M2Z96,A2H5GK,L&G Battery Value-Chain UCITS ETF,Legal & General (LGIM),15.89,13.63,17.23,0.0503,0.0049,0.1977,USD,0.0175,-0.0717,-0.0486,1/23/2018,BATE,0.0303,Ireland,-0.0357,-0.087,3/21/2023,Currency unhedged,Yes,No
IE000XAGSCY5,A3E40R,Global X Blockchain UCITS ETF USD Accumulating,Global X,3.85,2.22,13.6,0.6223,0.005,0.7757,USD,0.506,-0.043,-0.2042,1/21/2022,BLCH,-0.6826,Ireland,0.142,,3/21/2023,Currency unhedged,Yes,No
IE0004LIBFM2,A3C5RY,Global X China Biotech UCITS ETF USD Accumulating,Global X,29.08,26.14,37.08,-0.0504,0.0068,0.318,USD,0.0125,-0.0925,0.011,1/18/2022,CBI0,-0.1662,Ireland,-0.028,,3/21/2023,Currency unhedged,Yes,No
